song,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,onset_mean,onset_std,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,tot_loudness_mean,tot_loudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23, valence_mean, valence_std, arousal_mean, arousal_std
41,3089.556672,897.7729236,0.039478401,0.010887288,1635.336605,408.7375925,2135.706562,477.118604,1.270541034,0.551497891,112.3471467,-138.3573353,26.6822456,196.3694439,19.35332334,-42.76347442,11.98786324,26.12298713,11.06089485,4.598453951,10.76223729,17.54045455,12.87054502,-8.31601601,7.800761759,1.193585516,7.962016213,-3.326734307,7.283905256,-7.808337276,7.381327839,0.767947659,6.565776055,-3.13972089,6.208760423,-1.401898008,5.962184053,0.259589167,0.043931522,0.04890372,0.09530185,0.0796663,0.09327863,0.05388654,0.06567494,0.05198084,0.05182864,0.04160347,0.03759996,0.0497599,0.05511704,0.05001322,0.0572653,0.04328114,0.04492072,0.03707892,0.03280485,0.02125361,0.0147067,0.01287416,0.014061,0.01298532,0.00457386,0.04890372,0.09530185,0.0796663,0.09327863,0.05388654,0.06567494,0.05198084,0.05182864,0.04160347,0.03759996,0.0497599,0.05511704,0.05001322,0.0572653,0.04328114,0.04492072,0.03707892,0.03280485,0.02125361,0.0147067,0.01287416,0.014061,0.01298532,0.00457386,4.3,1.62,5.1,1.3
42,3451.363336,1175.895176,0.039476387,0.017259188,1766.119976,507.7425951,2405.953431,453.099266,1.258850984,0.526975558,112.3471467,-147.8151794,26.96621993,182.8136198,17.76708561,-39.86817152,9.542752384,32.43323857,12.10187364,3.414766344,9.541126028,25.86434168,8.296866383,-3.913780231,7.603816739,11.43713428,8.173966588,4.7610703,7.84596041,-1.476664276,6.964972955,0.593922539,6.612905676,3.217093565,6.375742,4.795981593,6.601630435,0.23787623,0.047168378,0.09945435,0.08550689,0.06502699,0.05627627,0.0402572,0.0414888,0.03333687,0.03487318,0.03517726,0.04057742,0.03713625,0.04353473,0.04148966,0.03458182,0.0430222,0.0398857,0.03990066,0.02889702,0.01879221,0.01754828,0.01598939,0.01494116,0.0157403,0.00622878,0.09945435,0.08550689,0.06502699,0.05627627,0.0402572,0.0414888,0.03333687,0.03487318,0.03517726,0.04057742,0.03713625,0.04353473,0.04148966,0.03458182,0.0430222,0.0398857,0.03990066,0.02889702,0.01879221,0.01754828,0.01598939,0.01494116,0.0157403,0.00622878,6.1,1.58,5.1,1.92
43,3486.591412,1307.386966,0.04161405,0.0195141,1761.432986,586.9312325,2187.917996,507.5441733,1.222000019,0.658682152,112.3471467,-32.35546517,29.97121595,196.5890163,22.94006879,-59.8985178,7.623303703,35.07017364,12.2058695,-7.140085237,13.31979468,19.58931577,9.825955083,3.578293241,7.630012733,8.972640057,8.292543748,11.51026638,7.273382152,7.599342372,6.155748595,4.15955569,5.941081082,4.19551794,6.767736376,5.863667903,6.649458678,0.574093437,0.063683441,0.22531104,0.17775441,0.09618208,0.11165618,0.07533596,0.09896352,0.1084767,0.11956727,0.13648261,0.11722711,0.11749331,0.11325493,0.1229859,0.11071103,0.1118186,0.11469361,0.09486685,0.08451704,0.08228636,0.07387266,0.06631183,0.04974393,0.0411256,0.01858214,0.22531104,0.17775441,0.09618208,0.11165618,0.07533596,0.09896352,0.1084767,0.11956727,0.13648261,0.11722711,0.11749331,0.11325493,0.1229859,0.11071103,0.1118186,0.11469361,0.09486685,0.08451704,0.08228636,0.07387266,0.06631183,0.04974393,0.0411256,0.01858214,6.7,2.33,3.5,1.5
44,3090.72243,2012.804335,0.032956404,0.017997721,1603.159028,748.808487,2516.469526,674.3361644,1.417511393,1.301654857,117.4538352,-212.6371683,46.35204753,172.6182786,23.23785497,-12.4022718,14.77802464,38.46693859,16.68998505,-7.967531457,13.38006015,15.18959628,13.72871372,-9.256983609,11.35222009,5.018257782,11.16012107,-11.70324492,9.671537692,-10.19693183,12.08359405,-6.72260319,9.253806732,-0.909940174,10.06947948,1.497765805,7.681341471,0.17772879,0.053564679,0.03965116,0.06852295,0.05004296,0.05661064,0.03819308,0.06035768,0.03502542,0.02218444,0.02476911,0.01674537,0.02148744,0.01781835,0.01470174,0.00935757,0.01305339,0.01064851,0.01619536,0.01390543,0.01029861,0.01047816,0.01231859,0.01067095,0.01125316,0.00693696,0.03965116,0.06852295,0.05004296,0.05661064,0.03819308,0.06035768,0.03502542,0.02218444,0.02476911,0.01674537,0.02148744,0.01781835,0.01470174,0.00935757,0.01305339,0.01064851,0.01619536,0.01390543,0.01029861,0.01047816,0.01231859,0.01067095,0.01125316,0.00693696,3.9,1.04,4.9,1.58
45,2471.082052,687.0137136,0.037536778,0.015820509,1294.33212,349.1285084,1296.920334,263.495273,1.232211435,0.604560143,117.4538352,-118.6198511,28.16561708,243.9106331,18.47365533,-56.07113962,24.8206258,-3.250021172,25.72975294,27.37652562,10.52016631,-1.541821449,13.9008355,-4.056790121,8.85882458,-1.407003684,10.0025209,6.621890617,8.162003817,7.886609221,9.297110075,5.038363153,8.069235345,1.228822188,6.200348816,-0.335452511,6.589586569,0.422987589,0.050523778,0.11875993,0.12008028,0.09626215,0.1113316,0.07398895,0.08963944,0.09380604,0.13715528,0.0992953,0.06869437,0.07442225,0.08340182,0.10214564,0.1049275,0.09325433,0.0814109,0.07928305,0.0353411,0.03177586,0.01119816,0.00349292,0.00240776,0.0015215,0.00137146,0.11875993,0.12008028,0.09626215,0.1113316,0.07398895,0.08963944,0.09380604,0.13715528,0.0992953,0.06869437,0.07442225,0.08340182,0.10214564,0.1049275,0.09325433,0.0814109,0.07928305,0.0353411,0.03177586,0.01119816,0.00349292,0.00240776,0.0015215,0.00137146,5.1,2.43,2.1,1.37
46,4277.585512,3013.249951,0.043644716,0.0353512,2046.247366,1198.26083,2680.937744,1140.550834,1.559931656,1.352062541,132.5120192,-206.291047,68.77693642,158.5459528,39.27383074,-13.84203197,26.64526031,27.94204086,28.56790551,9.094276216,20.77350051,27.9817223,18.31356903,-4.833420616,14.04588765,0.982190055,17.18859311,-5.040869394,12.26505036,4.797822156,9.888217636,-5.994800725,9.914466349,-4.537303158,9.264702618,-4.224740214,8.748708857,0.182010774,0.089134763,0.04250905,0.04931057,0.05636968,0.07592603,0.02816028,0.02741999,0.02447691,0.02180085,0.01573607,0.01554312,0.01786691,0.02316463,0.02553646,0.03278738,0.02619245,0.01857402,0.01133317,0.01406628,0.01437747,0.01537523,0.01516426,0.01807122,0.02111585,0.01728501,0.04250905,0.04931057,0.05636968,0.07592603,0.02816028,0.02741999,0.02447691,0.02180085,0.01573607,0.01554312,0.01786691,0.02316463,0.02553646,0.03278738,0.02619245,0.01857402,0.01133317,0.01406628,0.01437747,0.01537523,0.01516426,0.01807122,0.02111585,0.01728501,5.3,1.95,4,1.73
47,3491.887281,1395.415163,0.034196555,0.020595553,1683.983257,622.6567585,2301.235473,685.1797113,1.299693892,0.880261582,156.6051136,-180.4622082,41.14734074,180.2803921,22.32413973,-33.79300646,19.70570385,32.00791469,10.73078663,24.08723803,19.69699931,14.30002335,13.99579376,-8.324635969,12.7724949,16.3626733,8.624353084,2.657284125,7.879222838,4.638216734,6.833377525,7.310694833,6.792686439,-1.790373488,5.980575549,1.599976556,6.145110591,0.207209038,0.063660056,0.08926854,0.08985145,0.05583187,0.05409624,0.02413886,0.02896496,0.02819241,0.03064316,0.01971905,0.01866885,0.02025944,0.01531968,0.03046931,0.02840962,0.04010977,0.03779179,0.02429451,0.0379261,0.01794087,0.007895,0.00585235,0.00907711,0.01067795,0.00856023,0.08926854,0.08985145,0.05583187,0.05409624,0.02413886,0.02896496,0.02819241,0.03064316,0.01971905,0.01866885,0.02025944,0.01531968,0.03046931,0.02840962,0.04010977,0.03779179,0.02429451,0.0379261,0.01794087,0.007895,0.00585235,0.00907711,0.01067795,0.00856023,4.4,1.74,4.4,1.56
48,3524.695022,1107.040327,0.045522817,0.014848635,1838.818123,499.7731362,2362.76086,505.0214956,1.296289366,0.741996274,105.46875,-189.6777195,41.62005318,177.1555658,20.69743129,-43.83357592,11.72348301,36.99008878,12.83944051,22.73196871,17.81659739,30.46163089,10.65049511,-10.08143787,7.754169735,7.106073232,7.788885188,2.033081413,8.841119321,-0.248994902,7.591623653,0.301556035,7.415133345,-2.403263219,6.96561958,-1.732469616,6.827781493,0.17264939,0.051131258,0.06204264,0.07032128,0.05060134,0.05527281,0.02687171,0.02626687,0.0190269,0.01603995,0.01549603,0.01477142,0.01749963,0.02381328,0.03329796,0.03893622,0.04602057,0.03503503,0.03164712,0.02321957,0.01304952,0.00921592,0.00884311,0.01018071,0.00916931,0.00415811,0.06204264,0.07032128,0.05060134,0.05527281,0.02687171,0.02626687,0.0190269,0.01603995,0.01549603,0.01477142,0.01749963,0.02381328,0.03329796,0.03893622,0.04602057,0.03503503,0.03164712,0.02321957,0.01304952,0.00921592,0.00884311,0.01018071,0.00916931,0.00415811,4.5,1.86,4.8,1.78
49,2517.487714,1374.537872,0.034575897,0.013521313,1442.4765,491.0654456,2066.65427,411.0324713,1.198935088,0.803222905,105.46875,-155.2578492,41.91054543,196.3155616,17.6694418,-21.38078885,16.27334576,8.717185573,15.95713414,-13.63731827,13.76312225,21.82228632,10.45756342,-10.02945621,9.326667951,-3.067834364,6.626875979,9.827998941,8.448493619,-21.04950796,7.251082354,-4.357398915,7.412002967,2.570248238,7.651262899,-10.72486336,8.08995184,0.279808141,0.088643969,0.025971,0.09138912,0.09521451,0.09771607,0.06062942,0.06804761,0.06724142,0.0770933,0.05753428,0.05190168,0.07378487,0.04928845,0.0473137,0.03477278,0.03044839,0.0261243,0.02992014,0.01903084,0.00530903,0.00858686,0.02123607,0.0206455,0.01180636,0.00222966,0.025971,0.09138912,0.09521451,0.09771607,0.06062942,0.06804761,0.06724142,0.0770933,0.05753428,0.05190168,0.07378487,0.04928845,0.0473137,0.03477278,0.03044839,0.0261243,0.02992014,0.01903084,0.00530903,0.00858686,0.02123607,0.0206455,0.01180636,0.00222966,3.9,1.3,5.3,1.19
50,1662.893568,2085.451633,0.015874549,0.016646771,858.3988298,839.9335274,1580.045648,980.2933058,1.012081708,2.026368467,93.96306818,-346.3653863,88.86655543,123.7492716,42.76975654,38.42123332,31.64962432,37.03310187,16.43074081,27.03588002,16.43572718,18.91330203,11.94174779,13.12217605,11.31117743,12.70853405,8.530870849,8.842671294,8.288970528,5.785640621,9.075044931,4.525625127,9.12078015,2.171702435,7.548212665,-0.172968013,8.18178857,0.120047529,0.087014604,0.07957227,0.0558509,0.02141472,0.02670917,0.01688533,0.0067258,0.00541701,0.00646236,0.00490773,0.0036196,0.00538564,0.00204418,0.00380233,0.00323723,0.00347571,0.00371911,0.00365992,0.00386654,0.00333719,0.00262248,0.00242365,0.00273608,0.00226442,0.00140608,0.07957227,0.0558509,0.02141472,0.02670917,0.01688533,0.0067258,0.00541701,0.00646236,0.00490773,0.0036196,0.00538564,0.00204418,0.00380233,0.00323723,0.00347571,0.00371911,0.00365992,0.00386654,0.00333719,0.00262248,0.00242365,0.00273608,0.00226442,0.00140608,3.6,1.02,4.8,1.08
51,2274.943754,1803.026645,0.023817596,0.032840906,1128.597635,830.4006114,1859.171818,511.0976106,1.20147157,1.148078592,114.84375,-247.9099634,84.28265087,170.0240362,29.85314198,-7.726070088,38.73681206,44.75638776,17.7521927,23.96340165,14.37801401,17.23654804,9.939852391,24.28715683,8.533329178,7.810515184,10.54415542,8.854567106,9.127864361,6.334857093,7.736583229,1.880202624,7.143748272,0.115109962,7.422620428,2.350811988,6.493124552,0.199073341,0.077776713,0.11846805,0.07643614,0.06579241,0.04905685,0.02590163,0.01605455,0.01334332,0.02065381,0.01470898,0.01576092,0.02220889,0.01745121,0.01743249,0.02367287,0.01462137,0.01829928,0.01335979,0.01456647,0.01810633,0.01573147,0.00625309,0.00389814,0.00143435,0.00041737,0.11846805,0.07643614,0.06579241,0.04905685,0.02590163,0.01605455,0.01334332,0.02065381,0.01470898,0.01576092,0.02220889,0.01745121,0.01743249,0.02367287,0.01462137,0.01829928,0.01335979,0.01456647,0.01810633,0.01573147,0.00625309,0.00389814,0.00143435,0.00041737,3.6,1.11,3.2,0.98
52,3505.441279,1426.167987,0.035378379,0.019766789,1656.502317,593.1103203,2300.78696,484.0916135,1.363083225,0.921577973,109.9567819,-77.26673596,50.29009199,181.0393636,19.73992441,-42.14193248,20.42349562,49.22420103,15.2358653,-3.220008435,15.87359462,23.12572482,10.52865791,8.240886648,11.13283656,9.48435352,9.171817022,7.693986523,7.329727342,3.116259644,7.541036806,5.880399229,7.097012443,3.903468206,8.715787944,7.525147451,7.183897222,0.476578828,0.108113458,0.21871633,0.1424179,0.10832118,0.09648075,0.05965064,0.084264,0.06806401,0.08544277,0.07873351,0.06376341,0.08216569,0.08379463,0.08004659,0.06635265,0.07256726,0.06995065,0.07528635,0.06646871,0.06121837,0.06624424,0.05167555,0.04230606,0.03652138,0.01313893,0.21871633,0.1424179,0.10832118,0.09648075,0.05965064,0.084264,0.06806401,0.08544277,0.07873351,0.06376341,0.08216569,0.08379463,0.08004659,0.06635265,0.07256726,0.06995065,0.07528635,0.06646871,0.06121837,0.06624424,0.05167555,0.04230606,0.03652138,0.01313893,4.6,1.11,5.1,1.81
53,2885.504688,1024.09512,0.04222287,0.012670096,1609.495882,428.4167747,2302.387645,459.8160038,1.190987975,0.493163473,109.9567819,-211.7171844,59.6870625,187.5593805,19.89490506,-17.29741641,18.92981351,20.12658711,14.2354732,-0.208566484,11.84327621,22.39701368,9.647749493,-9.361567547,7.937995624,-4.66639928,9.08025658,0.016406757,8.166528502,-7.342822235,8.305294571,-3.523862813,6.540586128,-2.99064733,7.992990187,8.258304989,8.364637763,0.158371316,0.069876582,0.04664482,0.04710332,0.04111449,0.05891816,0.03336046,0.04748052,0.042628,0.02465138,0.02277902,0.02666841,0.02684302,0.03327135,0.02367513,0.02121437,0.02588716,0.01311053,0.0181852,0.01055549,0.00597286,0.00799032,0.00803783,0.0052444,0.01335633,0.0009364,0.04664482,0.04710332,0.04111449,0.05891816,0.03336046,0.04748052,0.042628,0.02465138,0.02277902,0.02666841,0.02684302,0.03327135,0.02367513,0.02121437,0.02588716,0.01311053,0.0181852,0.01055549,0.00597286,0.00799032,0.00803783,0.0052444,0.01335633,0.0009364,4.3,2.37,5.1,1.7
54,2376.313035,2030.290355,0.022740639,0.028038777,1233.420116,995.3708389,1925.224676,806.2048768,1.036371329,0.988241815,135.9991776,-250.905281,79.06937504,176.4697826,42.3466287,0.182139055,33.31766828,15.19638046,28.52049179,13.37670695,20.30957111,25.4261787,15.05900201,5.703877025,13.37850579,5.734499,11.63459528,18.37290148,11.617668,11.96051841,11.0126957,6.116461798,12.90801727,12.60874326,9.70704687,5.424889724,8.581384167,0.188664691,0.0809363,0.11313591,0.07764651,0.03567931,0.03368059,0.0139577,0.01756497,0.02343445,0.02950879,0.02301528,0.01707241,0.01722346,0.01583803,0.02394353,0.0167256,0.01790001,0.01900607,0.01355455,0.00693233,0.00652224,0.00974741,0.00968613,0.00819451,0.00632588,0.00431854,0.11313591,0.07764651,0.03567931,0.03368059,0.0139577,0.01756497,0.02343445,0.02950879,0.02301528,0.01707241,0.01722346,0.01583803,0.02394353,0.0167256,0.01790001,0.01900607,0.01355455,0.00693233,0.00652224,0.00974741,0.00968613,0.00819451,0.00632588,0.00431854,3.1,1.58,3.3,1.62
55,2278.988952,658.3093903,0.037582425,0.015407422,1229.22442,319.5643865,1335.74941,213.4547006,1.281516603,1.335612276,135.9991776,-244.6157624,52.20653278,206.3676262,22.48298039,-35.01759481,30.37899461,-2.26002683,14.80482376,32.02594018,13.49625284,-6.912787361,15.16916462,1.594691503,10.282261,8.136034442,11.17839576,-6.836282985,10.19254014,-0.880204517,8.295033912,-0.965113991,7.861565385,-10.43886995,8.473627491,-5.083516282,8.686767514,0.174313703,0.084922717,2.44E-02,3.96E-02,4.52E-02,6.49E-02,3.48E-02,3.55E-02,2.88E-02,3.48E-02,3.65E-02,3.10E-02,3.45E-02,2.57E-02,3.47E-02,2.69E-02,3.25E-02,2.04E-02,1.72E-02,1.97E-02,9.68E-03,1.96E-03,1.51E-04,5.23E-05,5.27E-05,7.38E-05,2.44E-02,3.96E-02,4.52E-02,6.49E-02,3.48E-02,3.55E-02,2.88E-02,3.48E-02,3.65E-02,3.10E-02,3.45E-02,2.57E-02,3.47E-02,2.69E-02,3.25E-02,2.04E-02,1.72E-02,1.97E-02,9.68E-03,1.96E-03,1.51E-04,5.23E-05,5.27E-05,7.38E-05,5.8,1.33,5.4,1.11
56,3905.042504,1566.495973,0.059868413,0.030313528,2093.608758,707.4570895,2591.290803,516.5360653,1.31693887,0.82655569,123.046875,-88.22656831,40.92201535,174.7574455,27.24734073,-44.60519441,19.82441293,37.8413287,22.12935321,-10.48819114,12.68885752,28.86620417,10.49781987,-11.2313978,8.781816554,15.94899257,9.104487329,-8.735132836,9.714358568,-0.036222345,8.001854006,2.512971338,8.590925701,-3.341134824,7.96447922,4.688458485,9.112747918,0.386876614,0.070378014,0.11328083,0.08015922,0.10138177,0.10401646,0.06334625,0.08028936,0.08058173,0.0688154,0.07135237,0.07358394,0.07538798,0.07612684,0.08004274,0.06545155,0.06957661,0.06990798,0.06703747,0.0610909,0.06775736,0.05335672,0.03052061,0.04884413,0.04516865,0.02222597,0.11328083,0.08015922,0.10138177,0.10401646,0.06334625,0.08028936,0.08058173,0.0688154,0.07135237,0.07358394,0.07538798,0.07612684,0.08004274,0.06545155,0.06957661,0.06990798,0.06703747,0.0610909,0.06775736,0.05335672,0.03052061,0.04884413,0.04516865,0.02222597,6.4,1.43,5.8,1.4
58,3357.55873,2553.34692,0.03316939,0.031283212,1614.913627,1120.581498,2372.338577,896.177027,1.27594428,1.214603699,151.9990809,-222.5919277,63.44020859,138.4240338,36.70698042,-14.78888834,27.69469419,40.80456434,23.07252483,20.29635599,21.91658506,35.3317098,14.12421114,20.74926724,14.41663028,19.22021182,14.63888067,10.14241897,14.06461707,7.4710525,11.9536987,6.939158133,13.09076636,9.291543304,11.36177303,13.02877756,10.77673653,0.232955393,0.076030074,0.15240489,0.08984358,0.03872672,0.02726518,0.01056518,0.01162818,0.01063723,0.01195262,0.0116874,0.02073468,0.03601422,0.03378548,0.01593675,0.0125035,0.01671041,0.02259288,0.01414343,0.01891539,0.02019032,0.01997086,0.01505118,0.01722037,0.01371727,0.00936683,0.15240489,0.08984358,0.03872672,0.02726518,0.01056518,0.01162818,0.01063723,0.01195262,0.0116874,0.02073468,0.03601422,0.03378548,0.01593675,0.0125035,0.01671041,0.02259288,0.01414343,0.01891539,0.02019032,0.01997086,0.01505118,0.01722037,0.01371727,0.00936683,3.3,1.55,3.4,1.56
59,3269.183222,1083.183243,0.045970943,0.013911025,1699.487375,479.1365937,1967.467714,418.4038799,1.25392973,0.898567988,101.3327206,-66.57337303,40.24603616,207.2643787,20.96695722,-66.59418869,14.95598633,32.54652331,17.73033861,-10.34766852,15.7142659,12.3351084,8.66985216,4.08758878,8.604910729,2.549993847,7.997399918,10.31061634,8.543846974,-1.525047331,6.492511416,0.87638545,6.837124335,1.013674859,8.221501332,1.498492014,6.480514448,0.472267176,0.078161297,0.1284838,0.14817494,0.10119658,0.11449072,0.06873128,0.09238785,0.09215723,0.1181339,0.11205771,0.11420005,0.11580951,0.09826486,0.10728592,0.09001477,0.09783404,0.09415313,0.08109009,0.07357394,0.06138829,0.06076412,0.04538725,0.03795936,0.02110018,0.00670551,0.1284838,0.14817494,0.10119658,0.11449072,0.06873128,0.09238785,0.09215723,0.1181339,0.11205771,0.11420005,0.11580951,0.09826486,0.10728592,0.09001477,0.09783404,0.09415313,0.08109009,0.07357394,0.06138829,0.06076412,0.04538725,0.03795936,0.02110018,0.00670551,5.3,1.73,4.1,1.92
60,3410.511027,1033.974113,0.038510825,0.016027105,1705.306804,495.3801687,2305.459692,430.4789345,1.271794754,0.831218571,99.38401442,-196.9080313,28.95108876,177.0200875,18.85372574,-38.2857357,11.21646749,33.50723807,11.77850014,0.841119032,12.01667373,16.02754642,9.061249842,6.435880213,8.60288696,12.27334088,8.106098059,4.176185879,9.643967962,-1.848361378,7.978450891,-7.135724835,7.689309318,-9.827630361,7.04233753,-5.870894523,7.153004516,0.161291907,0.045589801,0.05125099,0.05697866,0.05755997,0.05390803,0.02251833,0.02487904,0.01481451,0.02460049,0.02433051,0.0320974,0.03378338,0.01494309,0.0172265,0.02173889,0.02783547,0.01700103,0.01448466,0.02359274,0.01544653,0.01133439,0.00810216,0.00730709,0.00408132,0.00196807,0.05125099,0.05697866,0.05755997,0.05390803,0.02251833,0.02487904,0.01481451,0.02460049,0.02433051,0.0320974,0.03378338,0.01494309,0.0172265,0.02173889,0.02783547,0.01700103,0.01448466,0.02359274,0.01544653,0.01133439,0.00810216,0.00730709,0.00408132,0.00196807,4.3,1.49,6.4,0.49
62,3316.002343,1559.415719,0.067929456,0.031116523,1916.354471,778.6254075,1755.740351,564.2977947,1.387350301,1.244532638,151.9990809,-189.2780015,55.32091107,201.0996574,30.7938676,-83.26634455,16.13501359,15.55383627,23.66056889,-0.220789187,28.04110791,12.32815254,18.10198385,17.4318875,15.01703235,6.011066698,9.293455321,-4.629734972,9.678610241,5.489976524,10.26367737,6.243462287,8.156460986,-8.620466722,8.345173478,1.736958002,8.016396011,0.221554519,0.073279217,0.04390948,0.04250201,0.03367124,0.03159749,0.01354916,0.0227908,0.02374586,0.0371095,0.04706415,0.0610329,0.05871789,0.07197273,0.05735341,0.07488941,0.03297316,0.03564262,0.02336623,0.03447041,0.0331169,0.02322352,0.01666911,0.01501045,0.01012851,0.00182575,0.04390948,0.04250201,0.03367124,0.03159749,0.01354916,0.0227908,0.02374586,0.0371095,0.04706415,0.0610329,0.05871789,0.07197273,0.05735341,0.07488941,0.03297316,0.03564262,0.02336623,0.03447041,0.0331169,0.02322352,0.01666911,0.01501045,0.01012851,0.00182575,6.2,0.87,3.9,1.22
64,4594.604889,1668.913759,0.042059406,0.016106298,2131.686575,591.9409169,3049.853696,548.0433196,1.279184877,0.651884002,120.1853198,-158.9740964,28.8473211,162.9434166,18.27852274,-19.11445324,11.09461584,43.19839428,11.40044957,-10.43708972,11.90137895,25.45508083,8.457216648,-7.159981854,7.378304515,15.6325701,8.977081541,-6.521845878,8.946868088,1.091778905,9.489849864,-0.636056339,8.002511104,2.161502788,7.825734071,-1.86599786,6.65614203,0.197038847,0.045324359,0.06807024,0.07087996,0.06048415,0.06897649,0.03039356,0.03715892,0.04125671,0.03049687,0.03079876,0.02054707,0.03040656,0.02464918,0.02456323,0.01650817,0.02318751,0.01799707,0.02284675,0.02680695,0.02127441,0.01865419,0.01980908,0.02199794,0.0224659,0.01576675,0.06807024,0.07087996,0.06048415,0.06897649,0.03039356,0.03715892,0.04125671,0.03049687,0.03079876,0.02054707,0.03040656,0.02464918,0.02456323,0.01650817,0.02318751,0.01799707,0.02284675,0.02680695,0.02127441,0.01865419,0.01980908,0.02199794,0.0224659,0.01576675,3.6,1.28,4.9,1.58
